Date,Group,Energy (kcal),Alcohol (g),Caffeine (mg),Oxalate (mg),Phytate (mg),Water (g),B1 (Thiamine) (mg),B2 (Riboflavin) (mg),B3 (Niacin) (mg),B5 (Pantothenic Acid) (mg),B6 (Pyridoxine) (mg),B12 (Cobalamin) (µg),Folate (µg),Vitamin A (µg),Vitamin C (mg),Vitamin D (IU),Vitamin E (mg),Vitamin K (µg),Calcium (mg),Copper (mg),Iron (mg),Magnesium (mg),Manganese (mg),Phosphorus (mg),Potassium (mg),Selenium (µg),Sodium (mg),Zinc (mg),Net Carbs (g),Carbs (g),Fiber (g),Insoluble Fiber (g),Soluble Fiber (g),Starch (g),Sugars (g),Added Sugars (g),Fat (g),Cholesterol (mg),Monounsaturated (g),Polyunsaturated (g),Saturated (g),Trans-Fats (g),Omega-3 (g),ALA (g),DHA (g),EPA (g),Omega-6 (g),AA (g),LA (g),Cystine (g),Histidine (g),Isoleucine (g),Leucine (g),Lysine (g),Methionine (g),Phenylalanine (g),Protein (g),Threonine (g),Tryptophan (g),Tyrosine (g),Valine (g),Completed
2025-09-11,"Breakfast",568.70,0.00,33.33,153.58,795.05,283.13,0.49,0.42,3.72,2.12,0.53,1.09,62.22,164.37,17.12,88.23,0.73,40.86,308.11,1.06,5.10,234.38,3.18,629.64,1299.81,21.96,149.35,4.07,82.98,97.38,14.36,9.39,4.97,39.53,37.64,5.03,14.09,16.22,4.29,2.00,6.24,0.15,0.13,0.12,0.00,0.00,1.87,0.01,1.86,0.41,0.59,0.96,1.80,1.35,0.39,1.14,23.00,0.85,0.29,0.84,1.24,false
2025-09-11,"Lunch",668.70,0.00,0.00,281.35,54.63,304.95,0.86,0.47,5.79,2.98,1.28,0.18,237.65,2572.78,59.37,12.80,4.09,18.17,242.07,1.84,10.66,159.24,3.69,517.22,2168.15,4.32,121.95,5.03,105.81,130.37,24.21,7.15,2.71,66.41,24.13,0.00,4.64,4.00,1.33,1.63,1.28,0.04,0.29,0.03,0.00,0.00,1.06,0.00,0.17,0.42,0.87,1.37,2.31,2.14,0.35,1.64,32.11,1.27,0.36,0.88,1.67,false
2025-09-11,"Dinner",925.54,0.00,0.00,2.12,230.11,267.28,0.25,1.26,3.25,5.18,0.71,2.22,233.25,310.70,14.36,174.00,5.21,34.87,121.22,0.30,3.38,67.33,0.30,432.13,1079.42,62.25,821.06,3.21,58.77,80.88,22.02,7.05,4.08,0.18,8.33,0.00,52.39,746.00,24.15,5.79,10.70,0.00,0.32,0.23,0.08,0.01,5.38,0.30,5.04,0.63,0.67,1.51,2.38,2.02,0.84,1.49,41.38,1.33,0.35,1.10,1.71,false
2025-09-11,"Snacks",770.10,0.00,0.00,63.91,11.04,587.92,0.39,1.02,1.77,1.97,0.43,2.10,133.00,44.25,196.18,0.00,0.95,0.00,485.00,0.25,0.91,71.40,0.18,462.72,1130.68,32.18,157.40,2.02,140.32,154.55,12.78,3.64,5.04,0.00,110.47,65.70,2.66,15.00,0.21,0.13,0.61,0.02,0.03,0.03,0.00,0.00,0.10,0.00,0.10,0.29,0.95,1.68,3.18,2.68,0.95,1.66,42.45,1.29,0.44,1.60,2.16,false
2025-09-11,"Bike",663.68,0.00,0.00,13.45,7.55,177.71,0.13,0.00,1.56,0.79,0.49,0.00,33.04,2.26,29.03,0.00,0.31,0.24,11.80,0.24,0.00,66.08,0.61,51.92,769.36,0.00,288.00,0.38,81.45,85.48,4.01,2.71,1.30,8.64,61.34,0.00,9.68,0.00,0.08,0.17,6.26,0.00,0.06,0.06,0.00,0.00,0.11,0.00,0.11,0.01,0.12,0.04,0.11,0.08,0.01,0.08,61.75,0.04,0.01,0.01,0.08,false
2025-09-11,"Total",3596.72,0.00,33.33,514.42,1098.39,1620.99,2.12,3.17,16.10,13.04,3.45,5.59,699.15,3094.36,316.06,275.03,11.29,94.14,1168.20,3.69,20.05,598.43,7.95,2093.63,6447.43,120.71,1537.75,14.71,469.33,548.66,77.38,29.95,18.10,114.75,241.90,70.73,83.47,781.22,30.06,9.73,25.10,0.20,0.82,0.48,0.08,0.01,8.52,0.31,7.28,1.76,3.20,5.57,9.78,8.26,2.55,6.02,200.69,4.78,1.44,4.43,6.85,false
2025-09-12,"Breakfast",568.70,0.00,33.33,153.58,795.05,283.13,0.49,0.42,3.72,2.12,0.53,1.09,62.22,164.37,17.12,88.23,0.73,40.86,308.11,1.06,5.10,234.38,3.18,629.64,1299.81,21.96,149.35,4.07,82.98,97.38,14.36,9.39,4.97,39.53,37.64,5.03,14.09,16.22,4.29,2.00,6.24,0.15,0.13,0.12,0.00,0.00,1.87,0.01,1.86,0.41,0.59,0.96,1.80,1.35,0.39,1.14,23.00,0.85,0.29,0.84,1.24,false
2025-09-12,"Lunch",699.93,0.00,0.00,83.78,179.38,567.85,0.49,0.17,8.11,3.13,1.49,0.85,102.90,69.94,32.98,3.03,1.78,23.54,134.83,1.02,5.41,172.20,1.23,438.18,2233.60,12.20,1380.10,3.87,108.21,127.17,18.95,4.64,4.33,90.00,9.55,0.00,10.93,27.23,4.28,1.40,3.90,0.50,0.40,0.39,0.00,0.00,0.72,0.01,0.70,0.10,0.17,0.31,0.45,0.46,0.12,0.33,25.03,0.27,0.12,0.28,0.42,false
2025-09-12,"Dinner",770.54,0.00,0.00,2.12,230.11,192.66,0.19,0.75,3.18,3.79,0.59,1.11,189.25,161.37,14.36,87.00,4.18,34.57,71.22,0.29,2.19,57.33,0.27,260.13,953.42,31.45,697.06,2.16,57.66,79.76,22.02,7.05,4.08,0.18,7.21,0.00,41.78,373.00,20.07,4.38,7.44,0.00,0.25,0.21,0.04,0.01,4.07,0.15,3.89,0.34,0.38,0.82,1.31,1.11,0.45,0.82,28.80,0.72,0.19,0.59,0.94,false
2025-09-12,"Snacks",551.54,0.00,0.00,1.31,0.00,266.12,0.07,0.87,0.71,1.04,0.21,2.10,22.30,3.00,0.33,0.00,0.03,0.00,336.90,0.07,0.48,34.30,0.08,410.60,456.80,30.22,156.80,1.73,94.59,98.95,4.10,0.00,0.00,0.00,63.74,53.38,2.22,15.00,0.13,0.03,0.55,0.02,0.00,0.00,0.00,0.00,0.03,0.00,0.03,0.25,0.88,1.59,3.10,2.50,0.88,1.55,38.95,1.23,0.40,1.54,2.01,false
2025-09-12,"Bike",846.36,0.00,0.00,80.66,106.79,914.43,0.52,0.90,5.29,3.41,0.65,1.11,186.55,279.74,232.69,87.00,6.94,15.41,248.30,0.62,4.28,106.45,0.55,343.27,2013.83,34.10,1265.25,2.24,96.50,117.85,18.55,9.48,9.17,0.44,93.45,0.00,18.51,373.00,4.43,2.04,7.49,0.00,0.12,0.08,0.04,0.01,1.65,0.15,1.49,0.39,0.45,0.88,1.32,1.25,0.51,0.92,61.13,0.79,0.23,0.65,1.04,false
2025-09-12,"Total",3437.07,0.00,33.33,321.44,1311.33,2224.19,1.75,3.11,21.02,13.48,3.48,6.26,563.21,678.42,297.47,265.26,13.65,114.38,1099.35,3.07,17.46,604.66,5.31,2081.81,6957.47,129.94,3648.56,14.08,439.94,521.10,77.98,30.56,22.55,130.15,211.60,58.41,87.54,804.44,33.20,9.85,25.62,0.66,0.90,0.80,0.08,0.01,8.34,0.32,7.98,1.48,2.46,4.56,7.97,6.67,2.35,4.77,176.90,3.86,1.23,3.90,5.65,false
2025-09-13,"Breakfast",568.70,0.00,33.33,153.58,795.05,283.13,0.49,0.42,3.72,2.12,0.53,1.09,62.22,164.37,17.12,88.23,0.73,40.86,308.11,1.06,5.10,234.38,3.18,629.64,1299.81,21.96,149.35,4.07,82.98,97.38,14.36,9.39,4.97,39.53,37.64,5.03,14.09,16.22,4.29,2.00,6.24,0.15,0.13,0.12,0.00,0.00,1.87,0.01,1.86,0.41,0.59,0.96,1.80,1.35,0.39,1.14,23.00,0.85,0.29,0.84,1.24,false
2025-09-13,"Lunch",668.70,0.00,0.00,281.35,54.63,304.95,0.86,0.47,5.79,2.98,1.28,0.18,237.65,2572.78,59.37,12.80,4.09,18.17,242.07,1.84,10.66,159.24,3.69,517.22,2168.15,4.32,121.95,5.03,105.81,130.37,24.21,7.15,2.71,66.41,24.13,0.00,4.64,4.00,1.33,1.63,1.28,0.04,0.29,0.03,0.00,0.00,1.06,0.00,0.17,0.42,0.87,1.37,2.31,2.14,0.35,1.64,32.11,1.27,0.36,0.88,1.67,false
2025-09-13,"Dinner",751.47,0.00,0.00,123.87,648.19,417.91,0.61,0.83,2.83,2.50,0.62,1.11,329.88,271.90,19.58,87.00,3.22,9.52,543.84,0.90,11.17,185.17,2.14,661.33,1486.61,53.15,2127.13,4.53,51.47,74.63,22.81,18.95,2.92,27.27,10.09,0.00,23.56,418.00,6.26,5.18,6.82,0.00,0.66,0.62,0.04,0.01,3.94,0.15,3.78,0.49,1.06,2.13,3.55,2.63,0.78,2.26,63.56,1.85,0.54,1.49,2.43,false
2025-09-13,"Total",1988.87,0.00,33.33,558.81,1497.87,1005.99,1.96,1.72,12.35,7.60,2.43,2.38,629.74,3009.05,96.07,188.03,8.05,68.55,1094.03,3.80,26.93,578.79,9.01,1808.19,4954.57,79.43,2398.42,13.63,240.26,302.38,61.37,35.49,10.60,133.20,71.86,5.03,42.30,438.22,11.88,8.82,14.33,0.18,1.07,0.77,0.04,0.01,6.87,0.16,5.81,1.32,2.52,4.47,7.65,6.11,1.52,5.05,118.68,3.97,1.19,3.21,5.34,false
2025-09-14,"Breakfast",568.70,0.00,33.33,153.58,795.05,283.13,0.49,0.42,3.72,2.12,0.53,1.09,62.22,164.37,17.12,88.23,0.73,40.86,308.11,1.06,5.10,234.38,3.18,629.64,1299.81,21.96,149.35,4.07,82.98,97.38,14.36,9.39,4.97,39.53,37.64,5.03,14.09,16.22,4.29,2.00,6.24,0.15,0.13,0.12,0.00,0.00,1.87,0.01,1.86,0.41,0.59,0.96,1.80,1.35,0.39,1.14,23.00,0.85,0.29,0.84,1.24,false
2025-09-14,"Lunch",684.40,0.00,0.00,38.52,139.33,354.87,0.71,0.31,8.48,1.24,0.57,0.00,108.51,129.59,72.00,0.00,6.26,35.64,280.34,0.54,4.60,147.37,3.61,390.68,1099.14,38.70,1212.02,3.17,68.19,83.97,15.56,7.55,2.03,43.10,19.77,6.15,18.38,0.00,2.85,4.71,7.10,0.02,0.22,0.22,0.00,0.00,2.38,0.01,2.37,0.24,0.26,0.39,0.69,0.34,0.16,0.51,49.05,0.35,0.16,0.31,0.47,false
2025-09-14,"Dinner",795.83,0.00,0.00,0.70,1.00,45.86,0.02,0.04,0.15,0.22,0.04,0.00,48.50,59.33,7.50,0.00,1.05,57.82,80.06,0.04,0.76,23.50,0.16,26.00,184.56,0.15,2269.62,0.24,94.24,95.05,0.80,0.69,0.11,0.00,11.03,0.00,22.96,0.00,4.29,0.78,9.13,0.01,0.13,0.13,0.00,0.00,0.57,0.00,0.57,0.00,0.00,0.00,0.00,0.00,0.00,0.00,49.19,0.00,0.00,0.00,0.00,false
2025-09-14,"Snacks",241.90,0.00,0.00,17.01,44.30,255.11,0.08,0.86,2.35,1.11,0.23,2.10,30.70,3.00,0.00,0.00,0.57,0.01,338.00,0.11,0.40,52.30,0.20,447.30,488.40,31.72,150.60,1.90,12.53,13.19,0.63,0.59,0.04,0.36,10.86,0.85,6.05,15.00,3.20,1.01,1.17,0.02,0.02,0.02,0.00,0.00,1.01,0.00,1.00,0.27,0.95,1.67,3.28,2.59,0.91,1.69,33.30,1.31,0.42,1.64,2.11,false
2025-09-14,"Bike",1064.41,0.00,188.25,31.96,203.68,382.28,0.91,0.87,9.82,1.53,0.24,1.53,168.13,159.19,0.56,115.20,1.65,6.96,393.42,0.16,6.50,123.50,0.55,366.37,748.97,15.45,1740.84,1.80,162.50,175.22,12.71,0.97,1.35,47.86,54.67,18.00,30.39,54.10,8.80,1.75,12.82,0.68,0.13,0.12,0.00,0.00,1.53,0.01,1.52,0.21,0.44,0.75,1.45,1.02,0.38,0.83,27.88,0.66,0.21,0.68,0.89,false
2025-09-14,"Total",3355.23,0.00,221.58,241.78,1183.36,1321.25,2.21,2.51,24.53,6.21,1.60,4.72,418.05,515.48,97.18,203.43,10.26,141.28,1399.93,1.90,17.36,581.05,7.69,1859.99,3820.88,107.98,5522.43,11.17,420.43,464.80,44.06,19.20,8.49,130.84,133.96,30.03,91.88,85.32,23.43,10.25,36.46,0.86,0.62,0.62,0.00,0.00,7.36,0.02,7.33,1.12,2.23,3.78,7.21,5.29,1.84,4.17,182.42,3.16,1.08,3.47,4.72,false
2025-09-15,"Total",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false
2025-09-16,"Total",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false
2025-09-17,"Total",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false
2025-09-18,"'-",1003.05,0.00,0.00,422.03,81.94,457.42,1.29,0.70,8.69,4.48,1.92,0.27,356.47,3859.17,89.06,19.20,6.14,27.26,363.11,2.76,15.98,238.87,5.53,775.83,3252.23,6.48,182.92,7.55,158.72,195.56,36.31,10.72,4.07,99.61,36.19,0.00,6.97,6.00,1.99,2.45,1.92,0.06,0.43,0.05,0.00,0.00,1.59,0.00,0.25,0.64,1.30,2.06,3.47,3.21,0.53,2.47,48.17,1.91,0.54,1.31,2.50,false
2025-09-18,"Breakfast",568.70,0.00,33.33,153.58,795.05,283.13,0.49,0.42,3.72,2.12,0.53,1.09,62.22,164.37,17.12,88.23,0.73,40.86,308.11,1.06,5.10,234.38,3.18,629.64,1299.81,21.96,149.35,4.07,82.98,97.38,14.36,9.39,4.97,39.53,37.64,5.03,14.09,16.22,4.29,2.00,6.24,0.15,0.13,0.12,0.00,0.00,1.87,0.01,1.86,0.41,0.59,0.96,1.80,1.35,0.39,1.14,23.00,0.85,0.29,0.84,1.24,false
2025-09-18,"Lunch",1267.79,0.00,0.00,34.03,458.77,550.06,0.58,1.24,4.75,5.22,1.24,1.67,692.68,305.28,108.18,130.50,5.45,94.67,319.49,1.20,10.71,209.72,3.10,806.49,2031.95,56.32,791.58,6.70,117.57,159.56,41.41,19.64,10.88,39.20,27.85,0.00,49.62,559.50,20.88,7.54,9.24,0.00,0.45,0.38,0.06,0.01,6.40,0.22,6.15,0.78,1.12,2.09,3.38,3.02,0.93,2.32,58.78,1.84,0.49,1.39,2.23,false
2025-09-18,"Snacks",171.77,0.00,0.00,44.18,7.73,339.00,0.26,0.14,1.77,0.84,0.19,0.00,82.48,50.05,145.62,0.00,1.57,3.38,110.84,0.20,0.58,37.46,0.14,62.06,713.26,1.42,0.00,0.40,33.57,42.67,8.00,3.60,4.43,0.00,34.99,0.00,0.63,0.00,0.15,0.18,0.06,0.00,0.02,0.02,0.00,0.00,0.16,0.00,0.16,0.04,0.06,0.09,0.09,0.16,0.06,0.10,3.60,0.06,0.04,0.06,0.13,false
2025-09-18,"Total",3011.31,0.00,33.33,653.83,1343.50,1629.61,2.61,2.51,18.93,12.66,3.88,3.03,1193.84,4378.87,359.98,237.93,13.89,166.16,1101.55,5.23,32.38,720.42,11.95,2274.02,7297.24,86.18,1123.85,18.72,392.83,495.17,100.08,43.36,24.34,178.33,136.67,5.03,71.31,581.72,27.31,12.18,17.46,0.20,1.02,0.58,0.06,0.01,10.02,0.23,8.42,1.86,3.08,5.20,8.73,7.74,1.91,6.03,133.55,4.65,1.35,3.61,6.11,false
2025-09-19,"Lunch",300.30,0.00,0.00,31.78,116.92,31.33,0.33,0.15,4.82,0.63,0.21,0.00,42.02,0.13,0.00,0.00,3.01,6.27,133.54,0.22,2.14,76.25,1.90,202.01,257.19,20.96,367.14,1.66,40.81,46.23,5.28,4.18,1.08,23.33,14.24,4.04,7.77,0.00,3.01,2.49,1.58,0.02,0.11,0.11,0.00,0.00,2.34,0.00,2.33,0.13,0.17,0.24,0.47,0.20,0.10,0.34,12.11,0.19,0.10,0.22,0.29,false
2025-09-19,"Total",300.30,0.00,0.00,31.78,116.92,31.33,0.33,0.15,4.82,0.63,0.21,0.00,42.02,0.13,0.00,0.00,3.01,6.27,133.54,0.22,2.14,76.25,1.90,202.01,257.19,20.96,367.14,1.66,40.81,46.23,5.28,4.18,1.08,23.33,14.24,4.04,7.77,0.00,3.01,2.49,1.58,0.02,0.11,0.11,0.00,0.00,2.34,0.00,2.33,0.13,0.17,0.24,0.47,0.20,0.10,0.34,12.11,0.19,0.10,0.22,0.29,false
2025-09-20,"Total",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false
2025-09-21,"Total",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false
2025-09-22,"Total",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false
2025-09-23,"Total",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false
2025-09-24,"Total",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false
2025-09-25,"Total",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false
2025-09-26,"Lunch",787.87,0.00,0.00,34.21,19.05,253.80,1.85,0.88,20.42,0.78,0.26,0.00,734.23,60.94,17.50,0.00,4.90,7.48,109.82,0.33,9.71,41.24,0.29,68.86,1688.92,1.81,1714.04,0.56,127.52,150.29,22.73,3.17,1.78,0.48,16.05,0.00,9.53,0.00,3.96,0.75,0.79,0.00,0.04,0.04,0.00,0.00,0.41,0.00,0.41,0.04,0.06,0.08,0.12,0.12,0.03,0.11,39.06,0.11,0.03,0.06,0.08,false
2025-09-26,"Total",787.87,0.00,0.00,34.21,19.05,253.80,1.85,0.88,20.42,0.78,0.26,0.00,734.23,60.94,17.50,0.00,4.90,7.48,109.82,0.33,9.71,41.24,0.29,68.86,1688.92,1.81,1714.04,0.56,127.52,150.29,22.73,3.17,1.78,0.48,16.05,0.00,9.53,0.00,3.96,0.75,0.79,0.00,0.04,0.04,0.00,0.00,0.41,0.00,0.41,0.04,0.06,0.08,0.12,0.12,0.03,0.11,39.06,0.11,0.03,0.06,0.08,false
2025-09-27,"Total",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false
2025-09-28,"Total",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false
2025-09-29,"Total",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false
2025-09-30,"Breakfast",1021.00,0.00,33.33,185.37,911.98,314.46,0.82,0.57,8.54,2.74,0.75,1.09,104.23,164.51,17.12,88.23,3.74,47.12,441.65,1.28,7.25,310.63,5.08,831.65,1557.00,42.92,612.50,5.73,134.19,154.00,19.64,13.58,6.05,62.86,59.88,9.07,24.86,16.22,7.30,4.49,9.82,0.16,0.24,0.24,0.00,0.00,4.21,0.01,4.20,0.54,0.76,1.20,2.27,1.54,0.49,1.49,55.11,1.04,0.38,1.06,1.54,false
2025-09-30,"Lunch",872.58,0.00,0.00,98.52,924.19,380.21,0.93,0.55,12.39,2.67,0.80,0.00,165.54,55.14,17.50,0.00,8.05,21.42,347.33,1.22,10.09,276.26,5.90,718.40,1808.09,49.45,2449.84,6.23,101.26,122.28,20.59,14.89,5.80,72.34,22.16,6.15,15.66,0.00,1.32,3.47,6.81,0.02,0.26,0.26,0.00,0.00,2.90,0.01,2.90,0.54,0.74,1.15,2.03,1.21,0.43,1.44,66.81,1.01,0.37,0.88,1.32,false
2025-09-30,"Dinner",668.70,0.00,0.00,281.35,54.63,304.95,0.86,0.47,5.79,2.98,1.28,0.18,237.65,2572.78,59.37,12.80,4.09,18.17,242.07,1.84,10.66,159.24,3.69,517.22,2168.15,4.32,121.95,5.03,105.81,130.37,24.21,7.15,2.71,66.41,24.13,0.00,4.64,4.00,1.33,1.63,1.28,0.04,0.29,0.03,0.00,0.00,1.06,0.00,0.17,0.42,0.87,1.37,2.31,2.14,0.35,1.64,32.11,1.27,0.36,0.88,1.67,false
2025-09-30,"Total",2562.27,0.00,33.33,565.24,1890.80,999.61,2.61,1.59,26.73,8.40,2.82,1.27,507.42,2792.43,93.99,101.03,15.88,86.71,1031.06,4.34,28.00,746.13,14.66,2067.27,5533.24,96.69,3184.29,16.99,341.26,406.66,64.44,35.61,14.56,201.60,106.17,15.22,45.17,20.22,9.95,9.60,17.90,0.21,0.79,0.54,0.00,0.00,8.17,0.02,7.26,1.50,2.36,3.72,6.61,4.89,1.28,4.57,154.03,3.32,1.12,2.82,4.52,false
2025-10-01,"Breakfast",568.70,0.00,33.33,153.58,795.05,283.13,0.49,0.42,3.72,2.12,0.53,1.09,62.22,164.37,17.12,88.23,0.73,40.86,308.11,1.06,5.10,234.38,3.18,629.64,1299.81,21.96,149.35,4.07,82.98,97.38,14.36,9.39,4.97,39.53,37.64,5.03,14.09,16.22,4.29,2.00,6.24,0.15,0.13,0.12,0.00,0.00,1.87,0.01,1.86,0.41,0.59,0.96,1.80,1.35,0.39,1.14,23.00,0.85,0.29,0.84,1.24,false
2025-10-01,"Lunch",848.04,0.00,0.00,2.12,230.11,229.97,0.22,1.00,3.22,4.48,0.65,1.67,211.25,236.04,14.36,130.50,4.69,34.72,96.22,0.30,2.78,62.33,0.28,346.13,1016.42,46.85,759.06,2.68,58.21,80.32,22.02,7.05,4.08,0.18,7.77,0.00,47.08,559.50,22.11,5.08,9.07,0.00,0.28,0.22,0.06,0.01,4.73,0.22,4.46,0.48,0.53,1.16,1.84,1.57,0.65,1.16,35.09,1.02,0.27,0.85,1.32,false
2025-10-01,"Dinner",501.27,0.00,0.00,31.07,632.89,529.75,0.31,0.36,3.03,1.16,0.71,0.00,236.55,218.23,147.43,0.00,3.66,24.91,712.68,1.16,6.00,163.35,2.33,458.77,1169.48,35.34,43.93,3.12,59.38,69.88,9.44,5.61,3.90,1.92,57.07,0.00,15.40,0.00,4.31,5.77,3.01,0.00,0.76,0.76,0.00,0.00,4.86,0.00,4.86,0.10,0.82,1.59,2.62,1.80,0.40,1.56,33.36,1.49,0.46,1.28,1.68,false
2025-10-01,"Total",1918.01,0.00,33.33,186.78,1658.06,1042.86,1.02,1.79,9.97,7.76,1.90,2.76,510.02,618.64,178.91,218.73,9.08,100.49,1117.01,2.51,13.88,460.05,5.79,1434.54,3485.71,104.15,952.34,9.88,200.57,247.58,45.82,22.06,12.95,41.63,102.48,5.03,76.58,575.72,30.71,12.86,18.32,0.15,1.17,1.11,0.06,0.01,11.46,0.23,11.19,0.99,1.94,3.72,6.26,4.71,1.44,3.86,91.45,3.37,1.02,2.98,4.25,false
2025-10-02,"Total",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false
2025-10-03,"Total",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false
2025-10-04,"Total",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false
2025-10-05,"Total",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false
2025-10-06,"Total",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false
2025-10-07,"Total",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false
2025-10-08,"Total",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false
2025-10-09,"Total",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false
2025-10-10,"Total",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false
2025-10-11,"Total",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false
2025-10-12,"Total",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false
2025-10-13,"Total",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false
2025-10-14,"Lunch",1087.59,0.00,0.00,26.47,271.11,502.19,0.30,1.94,4.76,5.42,0.95,1.87,225.25,236.62,26.36,130.50,4.75,35.25,132.97,0.52,4.61,117.08,0.59,456.88,1947.17,87.43,1198.56,3.56,79.01,103.53,24.42,8.85,4.68,13.22,10.35,0.00,50.26,559.50,22.11,5.13,10.90,0.00,0.29,0.23,0.06,0.01,4.73,0.22,4.46,1.15,1.14,2.60,4.23,3.51,1.77,2.86,64.06,2.36,0.72,1.96,3.16,false
2025-10-14,"Dinner",704.17,0.00,0.00,468.64,1174.63,498.59,1.03,0.70,8.48,4.77,1.59,0.00,374.17,3396.52,80.42,0.00,4.75,14.97,371.87,1.72,11.81,329.48,4.48,759.52,3801.70,15.73,1413.35,5.48,96.38,132.93,35.72,27.70,8.06,48.23,32.85,0.00,2.33,0.00,0.36,1.42,0.44,0.00,0.30,0.30,0.00,0.00,0.37,0.00,0.37,0.50,1.11,1.88,3.21,2.56,0.61,2.34,43.37,1.79,0.62,1.31,2.26,false
2025-10-14,"Total",1791.77,0.00,0.00,495.11,1445.75,1000.77,1.33,2.64,13.25,10.20,2.54,1.87,599.42,3633.14,106.78,130.50,9.50,50.22,504.84,2.23,16.42,446.56,5.07,1216.40,5748.87,103.15,2611.91,9.04,175.39,236.46,60.13,36.56,12.74,61.45,43.20,0.00,52.60,559.50,22.47,6.54,11.33,0.00,0.60,0.53,0.06,0.01,5.10,0.22,4.83,1.64,2.25,4.48,7.45,6.07,2.38,5.20,107.43,4.15,1.33,3.27,5.43,false
2025-10-15,"Total",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false
2025-10-16,"Total",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false
2025-10-17,"Total",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false
2025-10-18,"Total",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false
2025-10-19,"'-",568.70,0.00,33.33,153.58,795.05,283.13,0.49,0.42,3.72,2.12,0.53,1.09,62.22,164.37,17.12,88.23,0.73,40.86,308.11,1.06,5.10,234.38,3.18,629.64,1299.81,21.96,149.35,4.07,82.98,97.38,14.36,9.39,4.97,39.53,37.64,5.03,14.09,16.22,4.29,2.00,6.24,0.15,0.13,0.12,0.00,0.00,1.87,0.01,1.86,0.41,0.59,0.96,1.80,1.35,0.39,1.14,23.00,0.85,0.29,0.84,1.24,false
